#Object,	Type,	Filename,	Age,	Age_flag,	Delta,	AB?,	min_wl,	max_wl,	Redshift
AT2019azh	TDE	Spectra/trimmed_AT2019azh_2019-02-25_03-48-04_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	-21.0	0	-9.99	0	3638.84	9230.29	0.022
AT2019azh	TDE	Spectra/trimmed_AT2019azh_2019-03-19_03-18-04_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	1.0	0	-9.99	0	3338.65	7454.53	0.022
AT2019azh	TDE	Spectra/trimmed_AT2019azh_2019-03-19_03-33-54_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	1.0	0	-9.99	0	5994.32	9988.77	0.022
AT2019ahk	TDE	Spectra/trimmed_AT2019ahk_2019-02-11_03-16-33_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	-22.0	0	-9.99	0	3643.38	9235.3	0.0262
AT2019ahk	TDE	Spectra/trimmed_AT2019ahk_2019-02-27_03-44-41_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	-6.0	0	-9.99	0	3641.97	9234.35	0.0262
AT2019ahk	TDE	Spectra/trimmed_AT2019ahk_2019-03-18_01-54-24_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	13.0	0	-9.99	0	3642.67	9233.74	0.0262
AT2018lna	TDE	Spectra/trimmed_AT2018lna_2019-02-25_01-19-43_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	34.0	0	-9.99	0	3638.84	9230.29	0.08
AT2018lna	TDE	Spectra/trimmed_AT2018lna_2019-03-19_01-50-59_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	56.0	0	-9.99	0	3638.95	9229.7	0.08
AT2018hyz	TDE	Spectra/trimmed_AT2018hyz_2018-11-16_08-11-44_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	9.0	0	-9.99	0	3340.3	7456.54	0.0458
AT2018hyz	TDE	Spectra/trimmed_AT2018hyz_2018-12-03_06-55-06_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	26.0	0	-9.99	0	3336.55	7455.51	0.0458
AT2018hyz	TDE	Spectra/trimmed_AT2018hyz_2018-12-03_07-20-57_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	26.0	0	-9.99	0	5999.78	9995.9	0.0458
AT2018hyz	TDE	Spectra/trimmed_AT2018hyz_2018-12-16_05-57-04_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	39.0	0	-9.99	0	3341.47	7457.59	0.0458
AT2018hyz	TDE	Spectra/trimmed_AT2018hyz_2018-12-16_06-22-54_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	39.0	0	-9.99	0	6000.58	9995.23	0.0458
AT2018hyz	TDE	Spectra/trimmed_AT2018hyz_2019-01-01_08-03-09_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	55.0	0	-9.99	0	3341.27	7457.81	0.0458
AT2018hyz	TDE	Spectra/trimmed_AT2018hyz_2019-01-13_07-14-49_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	67.0	0	-9.99	0	3340.57	7457.91	0.0458
AT2018hyz	TDE	Spectra/trimmed_AT2018hyz_2019-01-13_07-40-40_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	67.0	0	-9.99	0	5997.66	9993.09	0.0458
AT2018hyz	TDE	Spectra/trimmed_AT2018hyz_2019-01-25_04-58-39_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	79.0	0	-9.99	0	3341.86	7458.31	0.0458
AT2018hyz	TDE	Spectra/trimmed_AT2018hyz_2019-02-11_03-41-02_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	96.0	0	-9.99	0	3342.05	7458.04	0.0458
AT2018hyz	TDE	Spectra/trimmed_AT2018hyz_2019-02-25_05-55-50_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	110.0	0	-9.99	0	5996.64	9990.83	0.0458
AT2018hyz	TDE	Spectra/trimmed_AT2018hyz_2019-02-25_06-40-19_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	110.0	0	-9.99	0	3340.78	7456.65	0.0458
AT2018hyz	TDE	Spectra/trimmed_AT2018hyz_2019-03-17_02-51-01_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	130.0	0	-9.99	0	3342.01	7457.79	0.0458
AT2018hyz	TDE	Spectra/trimmed_AT2018hyz_2019-03-17_03-31-21_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	130.0	0	-9.99	0	5995.85	9990.26	0.0458
AT2018fyk	TDE	Spectra/trimmed_AT2018fyk_2018-09-15_03-49-45_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	7.0	1	-9.99	0	3641.93	9234.44	0.06
AT2018fyk	TDE	Spectra/trimmed_AT2018fyk_2018-09-16_03-00-12_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	8.0	1	-9.99	0	3340.96	7458.59	0.06
AT2018fyk	TDE	Spectra/trimmed_AT2018fyk_2018-10-03_05-23-51_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	25.0	1	-9.99	0	6001.49	9996.73	0.06
AT2018fyk	TDE	Spectra/trimmed_AT2018fyk_2018-10-03_06-13-38_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	25.0	1	-9.99	0	3341.48	7457.63	0.06
AT2018fyk	TDE	Spectra/trimmed_AT2018fyk_2018-10-18_02-19-13_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	40.0	1	-9.99	0	3340.84	7457.38	0.06
AT2018fyk	TDE	Spectra/trimmed_AT2018fyk_2018-10-18_03-10-29_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	40.0	1	-9.99	0	6001.35	9996.24	0.06
AT2018fyk	TDE	Spectra/trimmed_AT2018fyk_2018-11-01_01-42-41_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	54.0	1	-9.99	0	3340.0	7458.39	0.06
AT2018fyk	TDE	Spectra/trimmed_AT2018fyk_2018-11-01_02-32-27_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	54.0	1	-9.99	0	6003.28	9998.99	0.06
AT2018fyk	TDE	Spectra/trimmed_AT2018fyk_2018-11-15_01-02-50_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	68.0	1	-9.99	0	3341.31	7457.67	0.06
AT2018fyk	TDE	Spectra/trimmed_AT2018fyk_2018-12-03_03-00-21_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	86.0	1	-9.99	0	3339.64	7456.03	0.06
AT2018fyk	TDE	Spectra/trimmed_AT2018fyk_2018-12-16_02-10-18_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	99.0	1	-9.99	0	3640.68	9232.52	0.06
AT2018fyk	TDE	Spectra/trimmed_AT2018fyk_2018-12-17_01-24-56_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	100.0	1	-9.99	0	3642.97	9234.02	0.06
AT2018fyk	TDE	Spectra/trimmed_AT2018fyk_2019-01-01_00-43-53_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	115.0	1	-9.99	0	3642.78	9234.45	0.06
AT2018fyk	TDE	Spectra/trimmed_AT2018fyk_2019-01-09_01-27-14_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	123.0	1	-9.99	0	3341.26	7458.21	0.06
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2018-08-03_02-32-39_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	-8.0	0	-9.99	0	3341.28	7458.25	0.018
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2018-08-03_03-09-16_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	-8.0	0	-9.99	0	6001.44	9996.67	0.018
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2018-08-13_03-07-41_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	2.0	0	-9.99	0	3344.23	7460.8	0.018
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2018-08-13_03-42-09_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	2.0	0	-9.99	0	6002.6	9997.31	0.018
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2018-08-18_03-20-31_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	7.0	0	-9.99	0	3344.5	7460.81	0.018
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2018-08-18_03-41-21_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	7.0	0	-9.99	0	6003.54	9998.67	0.018
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2018-09-01_23-34-41_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	22.0	0	-9.99	0	3345.47	7462.26	0.018
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2018-09-02_00-22-58_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	22.0	0	-9.99	0	6001.44	9997.65	0.018
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2018-09-15_00-37-24_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	35.0	0	-9.99	0	3340.7	7457.8	0.018
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2018-09-15_01-12-18_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	35.0	0	-9.99	0	6003.85	9997.09	0.018
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2018-10-02_23-50-01_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	53.0	0	-9.99	0	3340.48	7456.63	0.018
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2018-10-03_00-34-22_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	53.0	0	-9.99	0	5999.44	9994.56	0.018
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2018-10-18_00-02-37_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	68.0	0	-9.99	0	3638.56	9230.88	0.018
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2019-01-25_07-21-23_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	168.0	0	-9.99	0	3642.91	9234.76	0.018
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2019-02-10_07-46-55_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	184.0	0	-9.99	0	3342.18	7458.02	0.018
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2019-02-25_07-17-32_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	199.0	0	-9.99	0	3341.78	7457.65	0.018
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2019-02-25_08-10-58_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	199.0	0	-9.99	0	5996.64	9990.85	0.018
AT2018dyb	TDE	Spectra/trimmed_AT2018dyb_2019-03-17_08-08-29_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	219.0	0	-9.99	0	3341.5	7457.63	0.018
sn2015L	TDE	Spectra/trimmed_SN2015L_2015-08-14_06-21-37_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	70.0	0	-9.99	0	3346.72	7468.95	0.2326
sn2015L	TDE	Spectra/trimmed_SN2015L_2015-08-14_06-52-27_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	70.0	0	-9.99	0	5994.84	9991.5	0.2326
sn2015L	TDE	Spectra/trimmed_SN2015L_2015-09-06_00-02-57_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	93.0	0	-9.99	0	3343.65	7460.29	0.2326
sn2015L	TDE	Spectra/trimmed_SN2015L_2015-09-06_00-33-46_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	93.0	0	-9.99	0	5999.45	9990.39	0.2326
sn2015L	TDE	Spectra/trimmed_SN2015L_2015-09-23_04-52-20_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	110.0	0	-9.99	0	3347.01	7467.49	0.2326
sn2015L	TDE	Spectra/trimmed_SN2015L_2015-10-11_03-20-34_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	128.0	0	-9.99	0	3344.11	7462.07	0.2326
sn2015L	TDE	Spectra/trimmed_SN2015L_2015-10-13_04-51-44_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	130.0	0	-9.99	0	5990.13	9985.28	0.2326
sn2015L	TDE	Spectra/trimmed_SN2015L_2015-11-18_01-16-28_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	166.0	0	-9.99	0	3655.03	9246.64	0.2326
sn2015L	TDE	Spectra/trimmed_SN2015L_2015-12-16_01-11-51_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	194.0	0	-9.99	0	3343.52	7460.2	0.2326
sn2015L	TDE	Spectra/trimmed_SN2015L_2016-04-06_07-55-54_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	306.0	0	-9.99	0	3345.64	7466.68	0.2326
sn2015L	TDE	Spectra/trimmed_SN2015L_2016-04-06_08-46-34_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	306.0	0	-9.99	0	5994.04	9988.46	0.2326
sn2015L	TDE	Spectra/trimmed_SN2015L_2016-04-16_08-00-22_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	316.0	0	-9.99	0	3347.2	7467.94	0.2326
sn2015L	TDE	Spectra/trimmed_SN2015L_2016-04-16_08-50-58_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	316.0	0	-9.99	0	5996.29	9988.94	0.2326
sn2015L	TDE	Spectra/trimmed_SN2015L_2016-07-26_07-47-05_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	417.0	0	-9.99	0	5991.02	9986.62	0.2326
sn2015L	TDE	Spectra/trimmed_SN2015L_2016-07-27_07-49-47_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	418.0	0	-9.99	0	3345.04	7462.89	0.2326
sn2015L	TDE	Spectra/trimmed_SN2015L_2016-09-22_01-27-41_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	475.0	0	-9.99	0	3642.85	9235.8	0.2326
LSQ12dyw	TDE	Spectra/trimmed_LSQ12dyw_2012-08-08_07-16-04_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	4.0	0	-9.99	0	3657.99	9253.47	0.09
LSQ12dyw	TDE	Spectra/trimmed_LSQ12dyw_2012-08-09_03-54-25_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	5.0	0	-9.99	0	3351.41	7471.95	0.09
LSQ12dyw	TDE	Spectra/trimmed_LSQ12dyw_2012-08-09_04-25-16_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	5.0	0	-9.99	0	6002.42	9994.21	0.09
LSQ12dyw	TDE	Spectra/trimmed_LSQ12dyw_2012-08-25_05-20-25_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	21.0	0	-9.99	0	3652.81	9249.07	0.09
LSQ12dyw	TDE	Spectra/trimmed_LSQ12dyw_2012-09-10_05-26-49_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	37.0	0	-9.99	0	3654.6	9249.47	0.09
LSQ12dyw	TDE	Spectra/trimmed_LSQ12dyw_2012-09-16_06-39-19_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	43.0	0	-9.99	0	3654.26	9248.05	0.09
LSQ12dyw	TDE	Spectra/trimmed_LSQ12dyw_2012-09-24_07-09-44_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	51.0	0	-9.99	0	3652.84	9248.02	0.09
LSQ12dyw	TDE	Spectra/trimmed_LSQ12dyw_2012-10-21_02-08-11_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	78.0	0	-9.99	0	3643.93	9239.54	0.09
LSQ12dyw	TDE	Spectra/trimmed_LSQ12dyw_2012-11-08_03-36-27_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	96.0	0	-9.99	0	3669.57	9266.64	0.09
LSQ12dyw	TDE	Spectra/trimmed_LSQ12dyw_2017-12-17_00-46-29_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	1961.0	0	-9.99	0	3643.59	9234.99	0.09
OGLE16aaa	TDE	Spectra/trimmed_OGLE16aaa_2016-02-06_00-50-10_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	17.0	0	-9.99	0	3648.39	9238.85	0.165
OGLE16aaa	TDE	Spectra/trimmed_OGLE16aaa_2016-02-15_00-47-35_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	26.0	0	-9.99	0	3648.38	9238.76	0.165
OGLE16aaa	TDE	Spectra/trimmed_OGLE16aaa_2016-02-25_00-56-44_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	36.0	0	-9.99	0	3648.79	9239.58	0.165
OGLE16aaa	TDE	Spectra/trimmed_OGLE16aaa_2016-03-09_00-12-47_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	49.0	0	-9.99	0	3655.12	9246.1	0.165
ASASSN-15oi	TDE-He	Spectra/trimmed_ASASSN-15oi_2015-08-21_01-55-24_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	7.0	1	-9.99	0	3637.57	9229.5	0.0484
ASASSN-15oi	TDE-He	Spectra/trimmed_ASASSN-15oi_2015-09-08_03-58-39_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	25.0	1	-9.99	0	3342.38	7460.58	0.0484
ASASSN-15oi	TDE-He	Spectra/trimmed_ASASSN-15oi_2015-09-08_04-29-29_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	25.0	1	-9.99	0	5990.09	9984.94	0.0484
ASASSN-15oi	TDE-He	Spectra/trimmed_ASASSN-15oi_2015-10-04_02-13-03_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	51.0	1	-9.99	0	5991.78	9986.83	0.0484
ASASSN-15oi	TDE-He	Spectra/trimmed_ASASSN-15oi_2015-10-04_03-15-25_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	51.0	1	-9.99	0	3344.51	7462.01	0.0484
ASASSN-15oi	TDE-He	Spectra/trimmed_ASASSN-15oi_2015-10-22_00-31-30_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	69.0	1	-9.99	0	3344.91	7462.79	0.0484
ASASSN-15oi	TDE-He	Spectra/trimmed_ASASSN-15oi_2015-11-10_00-54-44_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	88.0	1	-9.99	0	3653.3	9245.67	0.0484
ASASSN-15oi	TDE-He	Spectra/trimmed_ASASSN-15oi_2016-08-07_06-16-12_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	359.0	1	-9.99	0	3340.97	7457.69	0.0484
ASASSN-15oi	TDE-He	Spectra/trimmed_ASASSN-15oi_2016-08-08_05-15-36_ESO-NTT_EFOSC2-NTT_PESSTO_SSDR1-4.ascii	360.0	1	-9.99	0	5989.96	9985.08	0.0484
